ubigeoReniec,department,province,district,region,status
71009,CUSCO,PARURO,PILLPINTO,CUSCO,A
71007,CUSCO,PARURO,YAURISQUE,CUSCO,A
71101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,CUSCO,A
71102,CUSCO,PAUCARTAMBO,CAICAY,CUSCO,A
71104,CUSCO,PAUCARTAMBO,CHALLABAMBA,CUSCO,A
71103,CUSCO,PAUCARTAMBO,COLQUEPATA,CUSCO,A
71106,CUSCO,PAUCARTAMBO,HUANCARANI,CUSCO,A
71105,CUSCO,PAUCARTAMBO,KOSÑIPATA,CUSCO,A
71201,CUSCO,QUISPICANCHI,URCOS,CUSCO,A
71202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,CUSCO,A
71203,CUSCO,QUISPICANCHI,CAMANTI,CUSCO,A
71204,CUSCO,QUISPICANCHI,CCARHUAYO,CUSCO,A
71205,CUSCO,QUISPICANCHI,CCATCA,CUSCO,A
71206,CUSCO,QUISPICANCHI,CUSIPATA,CUSCO,A
71207,CUSCO,QUISPICANCHI,HUARO,CUSCO,A
71208,CUSCO,QUISPICANCHI,LUCRE,CUSCO,A
71209,CUSCO,QUISPICANCHI,MARCAPATA,CUSCO,A
71210,CUSCO,QUISPICANCHI,OCONGATE,CUSCO,A
71211,CUSCO,QUISPICANCHI,OROPESA,CUSCO,A
71212,CUSCO,QUISPICANCHI,QUIQUIJANA,CUSCO,A
71301,CUSCO,URUBAMBA,URUBAMBA,CUSCO,A
71302,CUSCO,URUBAMBA,CHINCHERO,CUSCO,A
71303,CUSCO,URUBAMBA,HUAYLLABAMBA,CUSCO,A
71304,CUSCO,URUBAMBA,MACHUPICCHU,CUSCO,A
71305,CUSCO,URUBAMBA,MARAS,CUSCO,A
71306,CUSCO,URUBAMBA,OLLANTAYTAMBO,CUSCO,A
71307,CUSCO,URUBAMBA,YUCAY,CUSCO,A
80101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,A
80102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,HUANCAVELICA,A
80103,HUANCAVELICA,HUANCAVELICA,ACORIA,HUANCAVELICA,A
80104,HUANCAVELICA,HUANCAVELICA,CONAYCA,HUANCAVELICA,A
80105,HUANCAVELICA,HUANCAVELICA,CUENCA,HUANCAVELICA,A
80106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,HUANCAVELICA,A
80108,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,HUANCAVELICA,A
80109,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,HUANCAVELICA,A
80110,HUANCAVELICA,HUANCAVELICA,LARIA,HUANCAVELICA,A
80111,HUANCAVELICA,HUANCAVELICA,MANTA,HUANCAVELICA,A
80112,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,HUANCAVELICA,A
80113,HUANCAVELICA,HUANCAVELICA,MOYA,HUANCAVELICA,A
80114,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,HUANCAVELICA,A
80115,HUANCAVELICA,HUANCAVELICA,PALCA,HUANCAVELICA,A
80116,HUANCAVELICA,HUANCAVELICA,PILCHACA,HUANCAVELICA,A
80117,HUANCAVELICA,HUANCAVELICA,VILCA,HUANCAVELICA,A
80118,HUANCAVELICA,HUANCAVELICA,YAULI,HUANCAVELICA,A
80119,HUANCAVELICA,HUANCAVELICA,ASCENSION,HUANCAVELICA,A
80120,HUANCAVELICA,HUANCAVELICA,HUANDO,HUANCAVELICA,A
80201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,HUANCAVELICA,A
80203,HUANCAVELICA,ACOBAMBA,ANDABAMBA,HUANCAVELICA,A
80202,HUANCAVELICA,ACOBAMBA,ANTA,HUANCAVELICA,A
80204,HUANCAVELICA,ACOBAMBA,CAJA,HUANCAVELICA,A
80205,HUANCAVELICA,ACOBAMBA,MARCAS,HUANCAVELICA,A
80206,HUANCAVELICA,ACOBAMBA,PAUCARA,HUANCAVELICA,A
80207,HUANCAVELICA,ACOBAMBA,POMACOCHA,HUANCAVELICA,A
80208,HUANCAVELICA,ACOBAMBA,ROSARIO,HUANCAVELICA,A
80301,HUANCAVELICA,ANGARAES,LIRCAY,HUANCAVELICA,A
80302,HUANCAVELICA,ANGARAES,ANCHONGA,HUANCAVELICA,A
80303,HUANCAVELICA,ANGARAES,CALLANMARCA,HUANCAVELICA,A
80312,HUANCAVELICA,ANGARAES,CCOCHACCASA,HUANCAVELICA,A
80305,HUANCAVELICA,ANGARAES,CHINCHO,HUANCAVELICA,A
80304,HUANCAVELICA,ANGARAES,CONGALLA,HUANCAVELICA,A
80307,HUANCAVELICA,ANGARAES,HUANCA-HUANCA,HUANCAVELICA,A
80306,HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,HUANCAVELICA,A
80308,HUANCAVELICA,ANGARAES,JULCAMARCA,HUANCAVELICA,A
80309,HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,HUANCAVELICA,A
80310,HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,HUANCAVELICA,A
80311,HUANCAVELICA,ANGARAES,SECCLLA,HUANCAVELICA,A
80401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,HUANCAVELICA,A
80402,HUANCAVELICA,CASTROVIRREYNA,ARMA,HUANCAVELICA,A
80403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,HUANCAVELICA,A
80405,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,HUANCAVELICA,A
80408,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,HUANCAVELICA,A
80406,HUANCAVELICA,CASTROVIRREYNA,COCAS,HUANCAVELICA,A
80409,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,HUANCAVELICA,A
80410,HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,HUANCAVELICA,A
80414,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,HUANCAVELICA,A
80422,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,HUANCAVELICA,A
80429,HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,HUANCAVELICA,A
80427,HUANCAVELICA,CASTROVIRREYNA,TANTARA,HUANCAVELICA,A
80428,HUANCAVELICA,CASTROVIRREYNA,TICRAPO,HUANCAVELICA,A
80701,HUANCAVELICA,CHURCAMPA,CHURCAMPA,HUANCAVELICA,A
80702,HUANCAVELICA,CHURCAMPA,ANCO,HUANCAVELICA,A
80703,HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,HUANCAVELICA,A
80704,HUANCAVELICA,CHURCAMPA,EL CARMEN,HUANCAVELICA,A
80705,HUANCAVELICA,CHURCAMPA,LA MERCED,HUANCAVELICA,A
80706,HUANCAVELICA,CHURCAMPA,LOCROJA,HUANCAVELICA,A
80707,HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,HUANCAVELICA,A
80708,HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,HUANCAVELICA,A
80709,HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,HUANCAVELICA,A
80710,HUANCAVELICA,CHURCAMPA,PACHAMARCA,HUANCAVELICA,A
80711,HUANCAVELICA,CHURCAMPA,COSME,HUANCAVELICA,A
80604,HUANCAVELICA,HUAYTARA,HUAYTARA,HUANCAVELICA,A
80601,HUANCAVELICA,HUAYTARA,AYAVI,HUANCAVELICA,A
80602,HUANCAVELICA,HUAYTARA,CORDOVA,HUANCAVELICA,A
80603,HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,HUANCAVELICA,A
80605,HUANCAVELICA,HUAYTARA,LARAMARCA,HUANCAVELICA,A
80606,HUANCAVELICA,HUAYTARA,OCOYO,HUANCAVELICA,A
80607,HUANCAVELICA,HUAYTARA,PILPICHACA,HUANCAVELICA,A
80608,HUANCAVELICA,HUAYTARA,QUERCO,HUANCAVELICA,A
80609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,HUANCAVELICA,A
80610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,HUANCAVELICA,A
80611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,HUANCAVELICA,A
80612,HUANCAVELICA,HUAYTARA,SAN ISIDRO,HUANCAVELICA,A
80613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,HUANCAVELICA,A
80614,HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,HUANCAVELICA,A
80615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,HUANCAVELICA,A
80616,HUANCAVELICA,HUAYTARA,TAMBO,HUANCAVELICA,A
80501,HUANCAVELICA,TAYACAJA,PAMPAS,HUANCAVELICA,A
80502,HUANCAVELICA,TAYACAJA,ACOSTAMBO,HUANCAVELICA,A
80503,HUANCAVELICA,TAYACAJA,ACRAQUIA,HUANCAVELICA,A
80504,HUANCAVELICA,TAYACAJA,AHUAYCHA,HUANCAVELICA,A
80506,HUANCAVELICA,TAYACAJA,COLCABAMBA,HUANCAVELICA,A
80509,HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,HUANCAVELICA,A
80511,HUANCAVELICA,TAYACAJA,HUACHOCOLPA,HUANCAVELICA,A
80512,HUANCAVELICA,TAYACAJA,HUARIBAMBA,HUANCAVELICA,A
80515,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,HUANCAVELICA,A
80517,HUANCAVELICA,TAYACAJA,PAZOS,HUANCAVELICA,A
80518,HUANCAVELICA,TAYACAJA,QUISHUAR,HUANCAVELICA,A
80519,HUANCAVELICA,TAYACAJA,SALCABAMBA,HUANCAVELICA,A
80526,HUANCAVELICA,TAYACAJA,SALCAHUASI,HUANCAVELICA,A
80520,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,HUANCAVELICA,A
80523,HUANCAVELICA,TAYACAJA,SURCUBAMBA,HUANCAVELICA,A
80525,HUANCAVELICA,TAYACAJA,TINTAY PUNCU,HUANCAVELICA,A
80528,HUANCAVELICA,TAYACAJA,QUICHUAS,HUANCAVELICA,A
80529,HUANCAVELICA,TAYACAJA,ANDAYMARCA,HUANCAVELICA,A
80530,HUANCAVELICA,TAYACAJA,ROBLE,HUANCAVELICA,A
80531,HUANCAVELICA,TAYACAJA,PICHOS,HUANCAVELICA,A
80532,HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,HUANCAVELICA,A
90101,HUANUCO,HUANUCO,HUANUCO,HUANUCO,A
90110,HUANUCO,HUANUCO,AMARILIS,HUANUCO,A
90102,HUANUCO,HUANUCO,CHINCHAO,HUANUCO,A
90103,HUANUCO,HUANUCO,CHURUBAMBA,HUANUCO,A
90104,HUANUCO,HUANUCO,MARGOS,HUANUCO,A
90105,HUANUCO,HUANUCO,QUISQUI,HUANUCO,A
90106,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,HUANUCO,A
90107,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,HUANUCO,A
90108,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,HUANUCO,A
90109,HUANUCO,HUANUCO,YARUMAYO,HUANUCO,A
90111,HUANUCO,HUANUCO,PILLCO MARCA,HUANUCO,A
90112,HUANUCO,HUANUCO,YACUS,HUANUCO,A
90113,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,HUANUCO,A
90201,HUANUCO,AMBO,AMBO,HUANUCO,A
90202,HUANUCO,AMBO,CAYNA,HUANUCO,A
90203,HUANUCO,AMBO,COLPAS,HUANUCO,A
90204,HUANUCO,AMBO,CONCHAMARCA,HUANUCO,A
90205,HUANUCO,AMBO,HUACAR,HUANUCO,A
90206,HUANUCO,AMBO,SAN FRANCISCO,HUANUCO,A
90207,HUANUCO,AMBO,SAN RAFAEL,HUANUCO,A
90208,HUANUCO,AMBO,TOMAY KICHWA,HUANUCO,A
90301,HUANUCO,DOS DE MAYO,LA UNION,HUANUCO,A
90307,HUANUCO,DOS DE MAYO,CHUQUIS,HUANUCO,A
90312,HUANUCO,DOS DE MAYO,MARIAS,HUANUCO,A
90314,HUANUCO,DOS DE MAYO,PACHAS,HUANUCO,A
90316,HUANUCO,DOS DE MAYO,QUIVILLA,HUANUCO,A
90317,HUANUCO,DOS DE MAYO,RIPAN,HUANUCO,A
90321,HUANUCO,DOS DE MAYO,SHUNQUI,HUANUCO,A
90322,HUANUCO,DOS DE MAYO,SILLAPATA,HUANUCO,A
90323,HUANUCO,DOS DE MAYO,YANAS,HUANUCO,A
90901,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,HUANUCO,A
90903,HUANUCO,HUACAYBAMBA,CANCHABAMBA,HUANUCO,A
90904,HUANUCO,HUACAYBAMBA,COCHABAMBA,HUANUCO,A
90902,HUANUCO,HUACAYBAMBA,PINRA,HUANUCO,A
90401,HUANUCO,HUAMALIES,LLATA,HUANUCO,A
90402,HUANUCO,HUAMALIES,ARANCAY,HUANUCO,A
90403,HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,HUANUCO,A
90404,HUANUCO,HUAMALIES,JACAS GRANDE,HUANUCO,A
90405,HUANUCO,HUAMALIES,JIRCAN,HUANUCO,A
90406,HUANUCO,HUAMALIES,MIRAFLORES,HUANUCO,A
90407,HUANUCO,HUAMALIES,MONZON,HUANUCO,A
90408,HUANUCO,HUAMALIES,PUNCHAO,HUANUCO,A
90409,HUANUCO,HUAMALIES,PUÑOS,HUANUCO,A
90410,HUANUCO,HUAMALIES,SINGA,HUANUCO,A
90411,HUANUCO,HUAMALIES,TANTAMAYO,HUANUCO,A
90601,HUANUCO,LEONCIO PRADO,RUPA-RUPA,HUANUCO,A
90602,HUANUCO,LEONCIO PRADO,DANIEL ALOMIAS ROBLES,HUANUCO,A
90603,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,HUANUCO,A
90606,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,HUANUCO,A
90604,HUANUCO,LEONCIO PRADO,LUYANDO,HUANUCO,A
90605,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,HUANUCO,A
90607,HUANUCO,LEONCIO PRADO,PUCAYACU,HUANUCO,A
90608,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,HUANUCO,A
90609,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,HUANUCO,A
90610,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,HUANUCO,A
90501,HUANUCO,MARAÑON,HUACRACHUCO,HUANUCO,A
90502,HUANUCO,MARAÑON,CHOLON,HUANUCO,A
90505,HUANUCO,MARAÑON,SAN BUENAVENTURA,HUANUCO,A
90506,HUANUCO,MARAÑON,LA MORADA,HUANUCO,A
90507,HUANUCO,MARAÑON,SANTA ROSA DE ALTO YANAJANCA,HUANUCO,A
90701,HUANUCO,PACHITEA,PANAO,HUANUCO,A
90702,HUANUCO,PACHITEA,CHAGLLA,HUANUCO,A
90704,HUANUCO,PACHITEA,MOLINO,HUANUCO,A
90706,HUANUCO,PACHITEA,UMARI,HUANUCO,A
90802,HUANUCO,PUERTO INCA,PUERTO INCA,HUANUCO,A
90803,HUANUCO,PUERTO INCA,CODO DEL POZUZO,HUANUCO,A
90801,HUANUCO,PUERTO INCA,HONORIA,HUANUCO,A
90804,HUANUCO,PUERTO INCA,TOURNAVISTA,HUANUCO,A
90805,HUANUCO,PUERTO INCA,YUYAPICHIS,HUANUCO,A
91001,HUANUCO,LAURICOCHA,JESUS,HUANUCO,A
91002,HUANUCO,LAURICOCHA,BAÑOS,HUANUCO,A
91007,HUANUCO,LAURICOCHA,JIVIA,HUANUCO,A
91004,HUANUCO,LAURICOCHA,QUEROPALCA,HUANUCO,A
91006,HUANUCO,LAURICOCHA,RONDOS,HUANUCO,A
91003,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,HUANUCO,A
91005,HUANUCO,LAURICOCHA,SAN MIGUEL DE CAURI,HUANUCO,A
91101,HUANUCO,YAROWILCA,CHAVINILLO,HUANUCO,A
91103,HUANUCO,YAROWILCA,CAHUAC,HUANUCO,A
91104,HUANUCO,YAROWILCA,CHACABAMBA,HUANUCO,A
91102,HUANUCO,YAROWILCA,APARICIO POMARES,HUANUCO,A
91105,HUANUCO,YAROWILCA,JACAS CHICO,HUANUCO,A
91106,HUANUCO,YAROWILCA,OBAS,HUANUCO,A
91107,HUANUCO,YAROWILCA,PAMPAMARCA,HUANUCO,A
91108,HUANUCO,YAROWILCA,CHORAS,HUANUCO,A
100101,ICA,ICA,ICA,ICA,A
100102,ICA,ICA,LA TINGUIÑA,ICA,A
100103,ICA,ICA,LOS AQUIJES,ICA,A
100114,ICA,ICA,OCUCAJE,ICA,A
100113,ICA,ICA,PACHACUTEC,ICA,A
100104,ICA,ICA,PARCONA,ICA,A
100105,ICA,ICA,PUEBLO NUEVO,ICA,A
100106,ICA,ICA,SALAS,ICA,A
100107,ICA,ICA,SAN JOSE DE LOS MOLINOS,ICA,A
100108,ICA,ICA,SAN JUAN BAUTISTA,ICA,A
100109,ICA,ICA,SANTIAGO,ICA,A
100110,ICA,ICA,SUBTANJALLA,ICA,A
100112,ICA,ICA,TATE,ICA,A
100111,ICA,ICA,YAUCA DEL ROSARIO,ICA,A
100201,ICA,CHINCHA,CHINCHA ALTA,ICA,A
100209,ICA,CHINCHA,ALTO LARAN,ICA,A
100202,ICA,CHINCHA,CHAVIN,ICA,A
100203,ICA,CHINCHA,CHINCHA BAJA,ICA,A
100204,ICA,CHINCHA,EL CARMEN,ICA,A
100205,ICA,CHINCHA,GROCIO PRADO,ICA,A
100210,ICA,CHINCHA,PUEBLO NUEVO,ICA,A
100211,ICA,CHINCHA,SAN JUAN DE YANAC,ICA,A
100206,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,ICA,A
100207,ICA,CHINCHA,SUNAMPE,ICA,A
100208,ICA,CHINCHA,TAMBO DE MORA,ICA,A
100301,ICA,NAZCA,NAZCA,ICA,A
100302,ICA,NAZCA,CHANGUILLO,ICA,A
100303,ICA,NAZCA,EL INGENIO,ICA,A
100304,ICA,NAZCA,MARCONA,ICA,A
100305,ICA,NAZCA,VISTA ALEGRE,ICA,A
100501,ICA,PALPA,PALPA,ICA,A
100502,ICA,PALPA,LLIPATA,ICA,A
100503,ICA,PALPA,RIO GRANDE,ICA,A
100504,ICA,PALPA,SANTA CRUZ,ICA,A
100505,ICA,PALPA,TIBILLO,ICA,A
100401,ICA,PISCO,PISCO,ICA,A
100402,ICA,PISCO,HUANCANO,ICA,A
100403,ICA,PISCO,HUMAY,ICA,A
100404,ICA,PISCO,INDEPENDENCIA,ICA,A
100405,ICA,PISCO,PARACAS,ICA,A
100406,ICA,PISCO,SAN ANDRES,ICA,A
100407,ICA,PISCO,SAN CLEMENTE,ICA,A
100408,ICA,PISCO,TUPAC AMARU INCA,ICA,A
110101,JUNIN,HUANCAYO,HUANCAYO,JUNIN,A
110103,JUNIN,HUANCAYO,CARHUACALLANGA,JUNIN,A
110106,JUNIN,HUANCAYO,CHACAPAMPA,JUNIN,A
110107,JUNIN,HUANCAYO,CHICCHE,JUNIN,A
110108,JUNIN,HUANCAYO,CHILCA,JUNIN,A
110109,JUNIN,HUANCAYO,CHONGOS ALTO,JUNIN,A
110112,JUNIN,HUANCAYO,CHUPURO,JUNIN,A
110104,JUNIN,HUANCAYO,COLCA,JUNIN,A
110105,JUNIN,HUANCAYO,CULLHUAS,JUNIN,A
110113,JUNIN,HUANCAYO,EL TAMBO,JUNIN,A
110114,JUNIN,HUANCAYO,HUACRAPUQUIO,JUNIN,A
110116,JUNIN,HUANCAYO,HUALHUAS,JUNIN,A
110118,JUNIN,HUANCAYO,HUANCAN,JUNIN,A
110119,JUNIN,HUANCAYO,HUASICANCHA,JUNIN,A
110120,JUNIN,HUANCAYO,HUAYUCACHI,JUNIN,A
110121,JUNIN,HUANCAYO,INGENIO,JUNIN,A
110122,JUNIN,HUANCAYO,PARIAHUANCA,JUNIN,A
110123,JUNIN,HUANCAYO,PILCOMAYO,JUNIN,A
110124,JUNIN,HUANCAYO,PUCARA,JUNIN,A
110125,JUNIN,HUANCAYO,QUICHUAY,JUNIN,A
110126,JUNIN,HUANCAYO,QUILCAS,JUNIN,A
110127,JUNIN,HUANCAYO,SAN AGUSTIN,JUNIN,A
110128,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,JUNIN,A
110132,JUNIN,HUANCAYO,SAÑO,JUNIN,A
110133,JUNIN,HUANCAYO,SAPALLANGA,JUNIN,A
110134,JUNIN,HUANCAYO,SICAYA,JUNIN,A
110131,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,JUNIN,A
110136,JUNIN,HUANCAYO,VIQUES,JUNIN,A
110201,JUNIN,CONCEPCION,CONCEPCION,JUNIN,A
110202,JUNIN,CONCEPCION,ACO,JUNIN,A
110203,JUNIN,CONCEPCION,ANDAMARCA,JUNIN,A
110206,JUNIN,CONCEPCION,CHAMBARA,JUNIN,A
110205,JUNIN,CONCEPCION,COCHAS,JUNIN,A
110204,JUNIN,CONCEPCION,COMAS,JUNIN,A
110207,JUNIN,CONCEPCION,HEROINAS TOLEDO,JUNIN,A
110208,JUNIN,CONCEPCION,MANZANARES,JUNIN,A
110209,JUNIN,CONCEPCION,MARISCAL CASTILLA,JUNIN,A
110210,JUNIN,CONCEPCION,MATAHUASI,JUNIN,A
110211,JUNIN,CONCEPCION,MITO,JUNIN,A
110212,JUNIN,CONCEPCION,NUEVE DE JULIO,JUNIN,A
110213,JUNIN,CONCEPCION,ORCOTUNA,JUNIN,A
110215,JUNIN,CONCEPCION,SAN JOSE DE QUERO,JUNIN,A
110214,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,JUNIN,A
110801,JUNIN,CHANCHAMAYO,CHANCHAMAYO,JUNIN,A
110806,JUNIN,CHANCHAMAYO,PERENE,JUNIN,A
110805,JUNIN,CHANCHAMAYO,PICHANAQUI,JUNIN,A
110804,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,JUNIN,A
110802,JUNIN,CHANCHAMAYO,SAN RAMON,JUNIN,A
110803,JUNIN,CHANCHAMAYO,VITOC,JUNIN,A
110301,JUNIN,JAUJA,JAUJA,JUNIN,A
110302,JUNIN,JAUJA,ACOLLA,JUNIN,A
110303,JUNIN,JAUJA,APATA,JUNIN,A
110304,JUNIN,JAUJA,ATAURA,JUNIN,A
110305,JUNIN,JAUJA,CANCHAYLLO,JUNIN,A
110331,JUNIN,JAUJA,CURICACA,JUNIN,A
110306,JUNIN,JAUJA,EL MANTARO,JUNIN,A
110307,JUNIN,JAUJA,HUAMALI,JUNIN,A
110308,JUNIN,JAUJA,HUARIPAMPA,JUNIN,A
110309,JUNIN,JAUJA,HUERTAS,JUNIN,A
110310,JUNIN,JAUJA,JANJAILLO,JUNIN,A
110311,JUNIN,JAUJA,JULCAN,JUNIN,A
110312,JUNIN,JAUJA,LEONOR ORDOÑEZ,JUNIN,A
110313,JUNIN,JAUJA,LLOCLLAPAMPA,JUNIN,A
110314,JUNIN,JAUJA,MARCO,JUNIN,A
110315,JUNIN,JAUJA,MASMA,JUNIN,A
110332,JUNIN,JAUJA,MASMA CHICCHE,JUNIN,A
110316,JUNIN,JAUJA,MOLINOS,JUNIN,A
110317,JUNIN,JAUJA,MONOBAMBA,JUNIN,A
110318,JUNIN,JAUJA,MUQUI,JUNIN,A
110319,JUNIN,JAUJA,MUQUIYAUYO,JUNIN,A
110320,JUNIN,JAUJA,PACA,JUNIN,A
110321,JUNIN,JAUJA,PACCHA,JUNIN,A
110322,JUNIN,JAUJA,PANCAN,JUNIN,A
110323,JUNIN,JAUJA,PARCO,JUNIN,A
110324,JUNIN,JAUJA,POMACANCHA,JUNIN,A
110325,JUNIN,JAUJA,RICRAN,JUNIN,A
110326,JUNIN,JAUJA,SAN LORENZO,JUNIN,A
110327,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,JUNIN,A
110333,JUNIN,JAUJA,SAUSA,JUNIN,A
110328,JUNIN,JAUJA,SINCOS,JUNIN,A
110329,JUNIN,JAUJA,TUNAN MARCA,JUNIN,A
110330,JUNIN,JAUJA,YAULI,JUNIN,A
110334,JUNIN,JAUJA,YAUYOS,JUNIN,A
110401,JUNIN,JUNIN,JUNIN,JUNIN,A
110402,JUNIN,JUNIN,CARHUAMAYO,JUNIN,A
110403,JUNIN,JUNIN,ONDORES,JUNIN,A
110404,JUNIN,JUNIN,ULCUMAYO,JUNIN,A
110701,JUNIN,SATIPO,SATIPO,JUNIN,A
110702,JUNIN,SATIPO,COVIRIALI,JUNIN,A
110703,JUNIN,SATIPO,LLAYLLA,JUNIN,A
110704,JUNIN,SATIPO,MAZAMARI,JUNIN,A
110705,JUNIN,SATIPO,PAMPA HERMOSA,JUNIN,A
110706,JUNIN,SATIPO,PANGOA,JUNIN,A
110707,JUNIN,SATIPO,RIO NEGRO,JUNIN,A
110708,JUNIN,SATIPO,RIO TAMBO,JUNIN,A
110709,JUNIN,SATIPO,VIZCATAN DEL ENE,JUNIN,A
110501,JUNIN,TARMA,TARMA,JUNIN,A
110502,JUNIN,TARMA,ACOBAMBA,JUNIN,A
110503,JUNIN,TARMA,HUARICOLCA,JUNIN,A
110504,JUNIN,TARMA,HUASAHUASI,JUNIN,A
110505,JUNIN,TARMA,LA UNION,JUNIN,A
110506,JUNIN,TARMA,PALCA,JUNIN,A
110507,JUNIN,TARMA,PALCAMAYO,JUNIN,A
110508,JUNIN,TARMA,SAN PEDRO DE CAJAS,JUNIN,A
110509,JUNIN,TARMA,TAPO,JUNIN,A
110601,JUNIN,YAULI,LA OROYA,JUNIN,A
110602,JUNIN,YAULI,CHACAPALPA,JUNIN,A
110603,JUNIN,YAULI,HUAY-HUAY,JUNIN,A
110604,JUNIN,YAULI,MARCAPOMACOCHA,JUNIN,A
110605,JUNIN,YAULI,MOROCOCHA,JUNIN,A
110606,JUNIN,YAULI,PACCHA,JUNIN,A
110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,JUNIN,A
110610,JUNIN,YAULI,SANTA ROSA DE SACCO,JUNIN,A
110608,JUNIN,YAULI,SUITUCANCHA,JUNIN,A
110609,JUNIN,YAULI,YAULI,JUNIN,A
110901,JUNIN,CHUPACA,CHUPACA,JUNIN,A
110902,JUNIN,CHUPACA,AHUAC,JUNIN,A
110903,JUNIN,CHUPACA,CHONGOS BAJO,JUNIN,A
110904,JUNIN,CHUPACA,HUACHAC,JUNIN,A
110905,JUNIN,CHUPACA,HUAMANCACA CHICO,JUNIN,A
110906,JUNIN,CHUPACA,SAN JUAN DE YSCOS,JUNIN,A
110907,JUNIN,CHUPACA,SAN JUAN DE JARPA,JUNIN,A
110908,JUNIN,CHUPACA,TRES DE DICIEMBRE,JUNIN,A
110909,JUNIN,CHUPACA,YANACANCHA,JUNIN,A
120101,LA LIBERTAD,TRUJILLO,TRUJILLO,LA LIBERTAD,A
120110,LA LIBERTAD,TRUJILLO,EL PORVENIR,LA LIBERTAD,A
120112,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,LA LIBERTAD,A
120102,LA LIBERTAD,TRUJILLO,HUANCHACO,LA LIBERTAD,A
120111,LA LIBERTAD,TRUJILLO,LA ESPERANZA,LA LIBERTAD,A
120103,LA LIBERTAD,TRUJILLO,LAREDO,LA LIBERTAD,A
120104,LA LIBERTAD,TRUJILLO,MOCHE,LA LIBERTAD,A
120109,LA LIBERTAD,TRUJILLO,POROTO,LA LIBERTAD,A
120105,LA LIBERTAD,TRUJILLO,SALAVERRY,LA LIBERTAD,A
120106,LA LIBERTAD,TRUJILLO,SIMBAL,LA LIBERTAD,A
