ubigeoReniec,department,province,district,region,status
10111,AMAZONAS,CHACHAPOYAS,LEVANTO,AMAZONAS,A
10112,AMAZONAS,CHACHAPOYAS,MAGDALENA,AMAZONAS,A
10113,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,AMAZONAS,A
10114,AMAZONAS,CHACHAPOYAS,MOLINOPAMPA,AMAZONAS,A
10115,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,AMAZONAS,A
10116,AMAZONAS,CHACHAPOYAS,OLLEROS,AMAZONAS,A
10117,AMAZONAS,CHACHAPOYAS,QUINJALCA,AMAZONAS,A
10118,AMAZONAS,CHACHAPOYAS,SAN FRANCISCO DE DAGUAS,AMAZONAS,A
10119,AMAZONAS,CHACHAPOYAS,SAN ISIDRO DE MAINO,AMAZONAS,A
10120,AMAZONAS,CHACHAPOYAS,SOLOCO,AMAZONAS,A
10121,AMAZONAS,CHACHAPOYAS,SONCHE,AMAZONAS,A
10205,AMAZONAS,BAGUA,BAGUA,AMAZONAS,A
10202,AMAZONAS,BAGUA,ARAMANGO,AMAZONAS,A
10203,AMAZONAS,BAGUA,COPALLIN,AMAZONAS,A
10204,AMAZONAS,BAGUA,EL PARCO,AMAZONAS,A
10206,AMAZONAS,BAGUA,IMAZA,AMAZONAS,A
10201,AMAZONAS,BAGUA,LA PECA,AMAZONAS,A
10301,AMAZONAS,BONGARA,JUMBILLA,AMAZONAS,A
10304,AMAZONAS,BONGARA,CHISQUILLA,AMAZONAS,A
10305,AMAZONAS,BONGARA,CHURUJA,AMAZONAS,A
10302,AMAZONAS,BONGARA,COROSHA,AMAZONAS,A
10303,AMAZONAS,BONGARA,CUISPES,AMAZONAS,A
10306,AMAZONAS,BONGARA,FLORIDA,AMAZONAS,A
10312,AMAZONAS,BONGARA,JAZAN,AMAZONAS,A
10307,AMAZONAS,BONGARA,RECTA,AMAZONAS,A
10308,AMAZONAS,BONGARA,SAN CARLOS,AMAZONAS,A
10309,AMAZONAS,BONGARA,SHIPASBAMBA,AMAZONAS,A
10310,AMAZONAS,BONGARA,VALERA,AMAZONAS,A
10311,AMAZONAS,BONGARA,YAMBRASBAMBA,AMAZONAS,A
10601,AMAZONAS,CONDORCANQUI,NIEVA,AMAZONAS,A
10603,AMAZONAS,CONDORCANQUI,EL CENEPA,AMAZONAS,A
10602,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,AMAZONAS,A
10401,AMAZONAS,LUYA,LAMUD,AMAZONAS,A
10402,AMAZONAS,LUYA,CAMPORREDONDO,AMAZONAS,A
10403,AMAZONAS,LUYA,COCABAMBA,AMAZONAS,A
10404,AMAZONAS,LUYA,COLCAMAR,AMAZONAS,A
10405,AMAZONAS,LUYA,CONILA,AMAZONAS,A
10406,AMAZONAS,LUYA,INGUILPATA,AMAZONAS,A
10407,AMAZONAS,LUYA,LONGUITA,AMAZONAS,A
10408,AMAZONAS,LUYA,LONYA CHICO,AMAZONAS,A
10409,AMAZONAS,LUYA,LUYA,AMAZONAS,A
10410,AMAZONAS,LUYA,LUYA VIEJO,AMAZONAS,A
10411,AMAZONAS,LUYA,MARIA,AMAZONAS,A
10412,AMAZONAS,LUYA,OCALLI,AMAZONAS,A
10413,AMAZONAS,LUYA,OCUMAL,AMAZONAS,A
10414,AMAZONAS,LUYA,PISUQUIA,AMAZONAS,A
10423,AMAZONAS,LUYA,PROVIDENCIA,AMAZONAS,A
10415,AMAZONAS,LUYA,SAN CRISTOBAL,AMAZONAS,A
10416,AMAZONAS,LUYA,SAN FRANCISCO DEL YESO,AMAZONAS,A
10417,AMAZONAS,LUYA,SAN JERONIMO,AMAZONAS,A
10418,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA,AMAZONAS,A
10419,AMAZONAS,LUYA,SANTA CATALINA,AMAZONAS,A
10420,AMAZONAS,LUYA,SANTO TOMAS,AMAZONAS,A
10421,AMAZONAS,LUYA,TINGO,AMAZONAS,A
10422,AMAZONAS,LUYA,TRITA,AMAZONAS,A
10501,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,AMAZONAS,A
10503,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO,AMAZONAS,A
10502,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,AMAZONAS,A
10504,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,AMAZONAS,A
10505,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,AMAZONAS,A
10506,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,AMAZONAS,A
10508,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,AMAZONAS,A
10507,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUC,AMAZONAS,A
10509,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,AMAZONAS,A
10510,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA,AMAZONAS,A
10511,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA,AMAZONAS,A
10512,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE,AMAZONAS,A
10701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,AMAZONAS,A
10702,AMAZONAS,UTCUBAMBA,CAJARURO,AMAZONAS,A
10703,AMAZONAS,UTCUBAMBA,CUMBA,AMAZONAS,A
10704,AMAZONAS,UTCUBAMBA,EL MILAGRO,AMAZONAS,A
10705,AMAZONAS,UTCUBAMBA,JAMALCA,AMAZONAS,A
10706,AMAZONAS,UTCUBAMBA,LONYA GRANDE,AMAZONAS,A
10707,AMAZONAS,UTCUBAMBA,YAMON,AMAZONAS,A
20101,ANCASH,HUARAZ,HUARAZ,ANCASH,A
20103,ANCASH,HUARAZ,COCHABAMBA,ANCASH,A
20104,ANCASH,HUARAZ,COLCABAMBA,ANCASH,A
20105,ANCASH,HUARAZ,HUANCHAY,ANCASH,A
20102,ANCASH,HUARAZ,INDEPENDENCIA,ANCASH,A
20106,ANCASH,HUARAZ,JANGAS,ANCASH,A
20107,ANCASH,HUARAZ,LA LIBERTAD,ANCASH,A
20108,ANCASH,HUARAZ,OLLEROS,ANCASH,A
20109,ANCASH,HUARAZ,PAMPAS,ANCASH,A
20110,ANCASH,HUARAZ,PARIACOTO,ANCASH,A
20111,ANCASH,HUARAZ,PIRA,ANCASH,A
20112,ANCASH,HUARAZ,TARICA,ANCASH,A
20201,ANCASH,AIJA,AIJA,ANCASH,A
20203,ANCASH,AIJA,CORIS,ANCASH,A
20205,ANCASH,AIJA,HUACLLAN,ANCASH,A
20206,ANCASH,AIJA,LA MERCED,ANCASH,A
20208,ANCASH,AIJA,SUCCHA,ANCASH,A
21601,ANCASH,ANTONIO RAYMONDI,LLAMELLIN,ANCASH,A
21602,ANCASH,ANTONIO RAYMONDI,ACZO,ANCASH,A
21603,ANCASH,ANTONIO RAYMONDI,CHACCHO,ANCASH,A
21604,ANCASH,ANTONIO RAYMONDI,CHINGAS,ANCASH,A
21605,ANCASH,ANTONIO RAYMONDI,MIRGAS,ANCASH,A
21606,ANCASH,ANTONIO RAYMONDI,SAN JUAN DE RONTOY,ANCASH,A
21801,ANCASH,ASUNCION,CHACAS,ANCASH,A
21802,ANCASH,ASUNCION,ACOCHACA,ANCASH,A
20301,ANCASH,BOLOGNESI,CHIQUIAN,ANCASH,A
20302,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA,ANCASH,A
20321,ANCASH,BOLOGNESI,ANTONIO RAYMONDI,ANCASH,A
20304,ANCASH,BOLOGNESI,AQUIA,ANCASH,A
20305,ANCASH,BOLOGNESI,CAJACAY,ANCASH,A
20322,ANCASH,BOLOGNESI,CANIS,ANCASH,A
20323,ANCASH,BOLOGNESI,COLQUIOC,ANCASH,A
20325,ANCASH,BOLOGNESI,HUALLANCA,ANCASH,A
20311,ANCASH,BOLOGNESI,HUASTA,ANCASH,A
20310,ANCASH,BOLOGNESI,HUAYLLACAYAN,ANCASH,A
20324,ANCASH,BOLOGNESI,LA PRIMAVERA,ANCASH,A
20313,ANCASH,BOLOGNESI,MANGAS,ANCASH,A
20315,ANCASH,BOLOGNESI,PACLLON,ANCASH,A
20317,ANCASH,BOLOGNESI,SAN MIGUEL DE CORPANQUI,ANCASH,A
20320,ANCASH,BOLOGNESI,TICLLOS,ANCASH,A
20401,ANCASH,CARHUAZ,CARHUAZ,ANCASH,A
20402,ANCASH,CARHUAZ,ACOPAMPA,ANCASH,A
20403,ANCASH,CARHUAZ,AMASHCA,ANCASH,A
20404,ANCASH,CARHUAZ,ANTA,ANCASH,A
20405,ANCASH,CARHUAZ,ATAQUERO,ANCASH,A
20406,ANCASH,CARHUAZ,MARCARA,ANCASH,A
20407,ANCASH,CARHUAZ,PARIAHUANCA,ANCASH,A
20408,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,ANCASH,A
20409,ANCASH,CARHUAZ,SHILLA,ANCASH,A
20410,ANCASH,CARHUAZ,TINCO,ANCASH,A
20411,ANCASH,CARHUAZ,YUNGAR,ANCASH,A
21701,ANCASH,CARLOS FERMIN FITZCARRALD,SAN LUIS,ANCASH,A
21703,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,ANCASH,A
21702,ANCASH,CARLOS FERMIN FITZCARRALD,YAUYA,ANCASH,A
20501,ANCASH,CASMA,CASMA,ANCASH,A
20502,ANCASH,CASMA,BUENA VISTA ALTA,ANCASH,A
20503,ANCASH,CASMA,COMANDANTE NOEL,ANCASH,A
20505,ANCASH,CASMA,YAUTAN,ANCASH,A
20601,ANCASH,CORONGO,CORONGO,ANCASH,A
20602,ANCASH,CORONGO,ACO,ANCASH,A
20603,ANCASH,CORONGO,BAMBAS,ANCASH,A
20604,ANCASH,CORONGO,CUSCA,ANCASH,A
20605,ANCASH,CORONGO,LA PAMPA,ANCASH,A
20606,ANCASH,CORONGO,YANAC,ANCASH,A
20607,ANCASH,CORONGO,YUPAN,ANCASH,A
20801,ANCASH,HUARI,HUARI,ANCASH,A
20816,ANCASH,HUARI,ANRA,ANCASH,A
20802,ANCASH,HUARI,CAJAY,ANCASH,A
20803,ANCASH,HUARI,CHAVIN DE HUANTAR,ANCASH,A
20804,ANCASH,HUARI,HUACACHI,ANCASH,A
20806,ANCASH,HUARI,HUACCHIS,ANCASH,A
20805,ANCASH,HUARI,HUACHIS,ANCASH,A
20807,ANCASH,HUARI,HUANTAR,ANCASH,A
20808,ANCASH,HUARI,MASIN,ANCASH,A
20809,ANCASH,HUARI,PAUCAS,ANCASH,A
20810,ANCASH,HUARI,PONTO,ANCASH,A
20811,ANCASH,HUARI,RAHUAPAMPA,ANCASH,A
20812,ANCASH,HUARI,RAPAYAN,ANCASH,A
20813,ANCASH,HUARI,SAN MARCOS,ANCASH,A
20814,ANCASH,HUARI,SAN PEDRO DE CHANA,ANCASH,A
20815,ANCASH,HUARI,UCO,ANCASH,A
21901,ANCASH,HUARMEY,HUARMEY,ANCASH,A
21902,ANCASH,HUARMEY,COCHAPETI,ANCASH,A
21905,ANCASH,HUARMEY,CULEBRAS,ANCASH,A
21903,ANCASH,HUARMEY,HUAYAN,ANCASH,A
21904,ANCASH,HUARMEY,MALVAS,ANCASH,A
20701,ANCASH,HUAYLAS,CARAZ,ANCASH,A
20702,ANCASH,HUAYLAS,HUALLANCA,ANCASH,A
20703,ANCASH,HUAYLAS,HUATA,ANCASH,A
20704,ANCASH,HUAYLAS,HUAYLAS,ANCASH,A
20705,ANCASH,HUAYLAS,MATO,ANCASH,A
20706,ANCASH,HUAYLAS,PAMPAROMAS,ANCASH,A
20707,ANCASH,HUAYLAS,PUEBLO LIBRE,ANCASH,A
20708,ANCASH,HUAYLAS,SANTA CRUZ,ANCASH,A
20710,ANCASH,HUAYLAS,SANTO TORIBIO,ANCASH,A
20709,ANCASH,HUAYLAS,YURACMARCA,ANCASH,A
20901,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,ANCASH,A
20902,ANCASH,MARISCAL LUZURIAGA,CASCA,ANCASH,A
20908,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,ANCASH,A
20904,ANCASH,MARISCAL LUZURIAGA,FIDEL OLIVAS ESCUDERO,ANCASH,A
20905,ANCASH,MARISCAL LUZURIAGA,LLAMA,ANCASH,A
20906,ANCASH,MARISCAL LUZURIAGA,LLUMPA,ANCASH,A
20903,ANCASH,MARISCAL LUZURIAGA,LUCMA,ANCASH,A
20907,ANCASH,MARISCAL LUZURIAGA,MUSGA,ANCASH,A
22007,ANCASH,OCROS,OCROS,ANCASH,A
22001,ANCASH,OCROS,ACAS,ANCASH,A
22002,ANCASH,OCROS,CAJAMARQUILLA,ANCASH,A
22003,ANCASH,OCROS,CARHUAPAMPA,ANCASH,A
22004,ANCASH,OCROS,COCHAS,ANCASH,A
22005,ANCASH,OCROS,CONGAS,ANCASH,A
22006,ANCASH,OCROS,LLIPA,ANCASH,A
22008,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,ANCASH,A
22009,ANCASH,OCROS,SAN PEDRO,ANCASH,A
22010,ANCASH,OCROS,SANTIAGO DE CHILCAS,ANCASH,A
21001,ANCASH,PALLASCA,CABANA,ANCASH,A
21002,ANCASH,PALLASCA,BOLOGNESI,ANCASH,A
21003,ANCASH,PALLASCA,CONCHUCOS,ANCASH,A
21004,ANCASH,PALLASCA,HUACASCHUQUE,ANCASH,A
21005,ANCASH,PALLASCA,HUANDOVAL,ANCASH,A
21006,ANCASH,PALLASCA,LACABAMBA,ANCASH,A
21007,ANCASH,PALLASCA,LLAPO,ANCASH,A
21008,ANCASH,PALLASCA,PALLASCA,ANCASH,A
21009,ANCASH,PALLASCA,PAMPAS,ANCASH,A
21010,ANCASH,PALLASCA,SANTA ROSA,ANCASH,A
21011,ANCASH,PALLASCA,TAUCA,ANCASH,A
21101,ANCASH,POMABAMBA,POMABAMBA,ANCASH,A
21102,ANCASH,POMABAMBA,HUAYLLAN,ANCASH,A
21103,ANCASH,POMABAMBA,PAROBAMBA,ANCASH,A
21104,ANCASH,POMABAMBA,QUINUABAMBA,ANCASH,A
21201,ANCASH,RECUAY,RECUAY,ANCASH,A
21210,ANCASH,RECUAY,CATAC,ANCASH,A
21202,ANCASH,RECUAY,COTAPARACO,ANCASH,A
21203,ANCASH,RECUAY,HUAYLLAPAMPA,ANCASH,A
21209,ANCASH,RECUAY,LLACLLIN,ANCASH,A
21204,ANCASH,RECUAY,MARCA,ANCASH,A
21205,ANCASH,RECUAY,PAMPAS CHICO,ANCASH,A
21206,ANCASH,RECUAY,PARARIN,ANCASH,A
21207,ANCASH,RECUAY,TAPACOCHA,ANCASH,A
21208,ANCASH,RECUAY,TICAPAMPA,ANCASH,A
21301,ANCASH,SANTA,CHIMBOTE,ANCASH,A
21302,ANCASH,SANTA,CACERES DEL PERU,ANCASH,A
21308,ANCASH,SANTA,COISHCO,ANCASH,A
21303,ANCASH,SANTA,MACATE,ANCASH,A
21304,ANCASH,SANTA,MORO,ANCASH,A
21305,ANCASH,SANTA,NEPEÑA,ANCASH,A
21306,ANCASH,SANTA,SAMANCO,ANCASH,A
21307,ANCASH,SANTA,SANTA,ANCASH,A
21309,ANCASH,SANTA,NUEVO CHIMBOTE,ANCASH,A
21401,ANCASH,SIHUAS,SIHUAS,ANCASH,A
21407,ANCASH,SIHUAS,ACOBAMBA,ANCASH,A
21402,ANCASH,SIHUAS,ALFONSO UGARTE,ANCASH,A
21408,ANCASH,SIHUAS,CASHAPAMPA,ANCASH,A
21403,ANCASH,SIHUAS,CHINGALPO,ANCASH,A
21404,ANCASH,SIHUAS,HUAYLLABAMBA,ANCASH,A
21405,ANCASH,SIHUAS,QUICHES,ANCASH,A
21409,ANCASH,SIHUAS,RAGASH,ANCASH,A
21410,ANCASH,SIHUAS,SAN JUAN,ANCASH,A
21406,ANCASH,SIHUAS,SICSIBAMBA,ANCASH,A
21501,ANCASH,YUNGAY,YUNGAY,ANCASH,A
21502,ANCASH,YUNGAY,CASCAPARA,ANCASH,A
21503,ANCASH,YUNGAY,MANCOS,ANCASH,A
21504,ANCASH,YUNGAY,MATACOTO,ANCASH,A
21505,ANCASH,YUNGAY,QUILLO,ANCASH,A
21506,ANCASH,YUNGAY,RANRAHIRCA,ANCASH,A
21507,ANCASH,YUNGAY,SHUPLUY,ANCASH,A
21508,ANCASH,YUNGAY,YANAMA,ANCASH,A
30101,APURIMAC,ABANCAY,ABANCAY,APURIMAC,A
30104,APURIMAC,ABANCAY,CHACOCHE,APURIMAC,A
30102,APURIMAC,ABANCAY,CIRCA,APURIMAC,A
30103,APURIMAC,ABANCAY,CURAHUASI,APURIMAC,A
30105,APURIMAC,ABANCAY,HUANIPACA,APURIMAC,A
30106,APURIMAC,ABANCAY,LAMBRAMA,APURIMAC,A
30107,APURIMAC,ABANCAY,PICHIRHUA,APURIMAC,A
30108,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,APURIMAC,A
30109,APURIMAC,ABANCAY,TAMBURCO,APURIMAC,A
30301,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,APURIMAC,A
30302,APURIMAC,ANDAHUAYLAS,ANDARAPA,APURIMAC,A
30303,APURIMAC,ANDAHUAYLAS,CHIARA,APURIMAC,A
30304,APURIMAC,ANDAHUAYLAS,HUANCARAMA,APURIMAC,A
30305,APURIMAC,ANDAHUAYLAS,HUANCARAY,APURIMAC,A
30317,APURIMAC,ANDAHUAYLAS,HUAYANA,APURIMAC,A
30306,APURIMAC,ANDAHUAYLAS,KISHUARA,APURIMAC,A
30307,APURIMAC,ANDAHUAYLAS,PACOBAMBA,APURIMAC,A
30313,APURIMAC,ANDAHUAYLAS,PACUCHA,APURIMAC,A
30308,APURIMAC,ANDAHUAYLAS,PAMPACHIRI,APURIMAC,A
30314,APURIMAC,ANDAHUAYLAS,POMACOCHA,APURIMAC,A
30309,APURIMAC,ANDAHUAYLAS,SAN ANTONIO DE CACHI,APURIMAC,A
30310,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,APURIMAC,A
30318,APURIMAC,ANDAHUAYLAS,SAN MIGUEL DE CHACCRAMPA,APURIMAC,A
30315,APURIMAC,ANDAHUAYLAS,SANTA MARIA DE CHICMO,APURIMAC,A
30311,APURIMAC,ANDAHUAYLAS,TALAVERA,APURIMAC,A
30316,APURIMAC,ANDAHUAYLAS,TUMAY HUARACA,APURIMAC,A
30312,APURIMAC,ANDAHUAYLAS,TURPO,APURIMAC,A
30319,APURIMAC,ANDAHUAYLAS,KAQUIABAMBA,APURIMAC,A
30320,APURIMAC,ANDAHUAYLAS,JOSE MARIA ARGUEDAS,APURIMAC,A
30401,APURIMAC,ANTABAMBA,ANTABAMBA,APURIMAC,A
30402,APURIMAC,ANTABAMBA,EL ORO,APURIMAC,A
30403,APURIMAC,ANTABAMBA,HUAQUIRCA,APURIMAC,A
30404,APURIMAC,ANTABAMBA,JUAN ESPINOZA MEDRANO,APURIMAC,A
30405,APURIMAC,ANTABAMBA,OROPESA,APURIMAC,A
30406,APURIMAC,ANTABAMBA,PACHACONAS,APURIMAC,A
30407,APURIMAC,ANTABAMBA,SABAINO,APURIMAC,A
30201,APURIMAC,AYMARAES,CHALHUANCA,APURIMAC,A
30202,APURIMAC,AYMARAES,CAPAYA,APURIMAC,A
30203,APURIMAC,AYMARAES,CARAYBAMBA,APURIMAC,A
30206,APURIMAC,AYMARAES,CHAPIMARCA,APURIMAC,A
30204,APURIMAC,AYMARAES,COLCABAMBA,APURIMAC,A
30205,APURIMAC,AYMARAES,COTARUSE,APURIMAC,A
30207,APURIMAC,AYMARAES,HUAYLLO,APURIMAC,A
30217,APURIMAC,AYMARAES,JUSTO APU SAHUARAURA,APURIMAC,A
30208,APURIMAC,AYMARAES,LUCRE,APURIMAC,A
30209,APURIMAC,AYMARAES,POCOHUANCA,APURIMAC,A
30216,APURIMAC,AYMARAES,SAN JUAN DE CHACÑA,APURIMAC,A
30210,APURIMAC,AYMARAES,SAÑAYCA,APURIMAC,A
30211,APURIMAC,AYMARAES,SORAYA,APURIMAC,A
30212,APURIMAC,AYMARAES,TAPAIRIHUA,APURIMAC,A
30213,APURIMAC,AYMARAES,TINTAY,APURIMAC,A
30214,APURIMAC,AYMARAES,TORAYA,APURIMAC,A
30215,APURIMAC,AYMARAES,YANACA,APURIMAC,A
30501,APURIMAC,COTABAMBAS,TAMBOBAMBA,APURIMAC,A
30503,APURIMAC,COTABAMBAS,COTABAMBAS,APURIMAC,A
30502,APURIMAC,COTABAMBAS,COYLLURQUI,APURIMAC,A
30504,APURIMAC,COTABAMBAS,HAQUIRA,APURIMAC,A
30505,APURIMAC,COTABAMBAS,MARA,APURIMAC,A
30506,APURIMAC,COTABAMBAS,CHALLHUAHUACHO,APURIMAC,A
30701,APURIMAC,CHINCHEROS,CHINCHEROS,APURIMAC,A
30705,APURIMAC,CHINCHEROS,ANCO-HUALLO,APURIMAC,A
30704,APURIMAC,CHINCHEROS,COCHARCAS,APURIMAC,A
30706,APURIMAC,CHINCHEROS,HUACCANA,APURIMAC,A
30703,APURIMAC,CHINCHEROS,OCOBAMBA,APURIMAC,A
30702,APURIMAC,CHINCHEROS,ONGOY,APURIMAC,A
30707,APURIMAC,CHINCHEROS,URANMARCA,APURIMAC,A
30708,APURIMAC,CHINCHEROS,RANRACANCHA,APURIMAC,A
30709,APURIMAC,CHINCHEROS,ROCCHACC,APURIMAC,A
30710,APURIMAC,CHINCHEROS,EL PORVENIR,APURIMAC,A
30711,APURIMAC,CHINCHEROS,LOS CHANKAS,APURIMAC,A
30601,APURIMAC,GRAU,CHUQUIBAMBILLA,APURIMAC,A
30602,APURIMAC,GRAU,CURPAHUASI,APURIMAC,A
30605,APURIMAC,GRAU,GAMARRA,APURIMAC,A
30603,APURIMAC,GRAU,HUAYLLATI,APURIMAC,A
30604,APURIMAC,GRAU,MAMARA,APURIMAC,A
30606,APURIMAC,GRAU,MICAELA BASTIDAS,APURIMAC,A
30608,APURIMAC,GRAU,PATAYPAMPA,APURIMAC,A
30607,APURIMAC,GRAU,PROGRESO,APURIMAC,A
30609,APURIMAC,GRAU,SAN ANTONIO,APURIMAC,A
30613,APURIMAC,GRAU,SANTA ROSA,APURIMAC,A
30610,APURIMAC,GRAU,TURPAY,APURIMAC,A
30611,APURIMAC,GRAU,VILCABAMBA,APURIMAC,A
30612,APURIMAC,GRAU,VIRUNDO,APURIMAC,A
30614,APURIMAC,GRAU,CURASCO,APURIMAC,A
40101,AREQUIPA,AREQUIPA,AREQUIPA,AREQUIPA,A
40128,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,AREQUIPA,A
40102,AREQUIPA,AREQUIPA,CAYMA,AREQUIPA,A
40103,AREQUIPA,AREQUIPA,CERRO COLORADO,AREQUIPA,A
40104,AREQUIPA,AREQUIPA,CHARACATO,AREQUIPA,A
40105,AREQUIPA,AREQUIPA,CHIGUATA,AREQUIPA,A
40127,AREQUIPA,AREQUIPA,JACOBO HUNTER,AREQUIPA,A
40106,AREQUIPA,AREQUIPA,LA JOYA,AREQUIPA,A
40126,AREQUIPA,AREQUIPA,MARIANO MELGAR,AREQUIPA,A
40107,AREQUIPA,AREQUIPA,MIRAFLORES,AREQUIPA,A
40108,AREQUIPA,AREQUIPA,MOLLEBAYA,AREQUIPA,A
40109,AREQUIPA,AREQUIPA,PAUCARPATA,AREQUIPA,A
40110,AREQUIPA,AREQUIPA,POCSI,AREQUIPA,A
40111,AREQUIPA,AREQUIPA,POLOBAYA,AREQUIPA,A
40112,AREQUIPA,AREQUIPA,QUEQUEÑA,AREQUIPA,A
40113,AREQUIPA,AREQUIPA,SABANDIA,AREQUIPA,A
40114,AREQUIPA,AREQUIPA,SACHACA,AREQUIPA,A
40115,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,AREQUIPA,A
40116,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,AREQUIPA,A
40117,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,AREQUIPA,A
40118,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,AREQUIPA,A
40119,AREQUIPA,AREQUIPA,SOCABAYA,AREQUIPA,A
40120,AREQUIPA,AREQUIPA,TIABAYA,AREQUIPA,A
40121,AREQUIPA,AREQUIPA,UCHUMAYO,AREQUIPA,A
40122,AREQUIPA,AREQUIPA,VITOR,AREQUIPA,A
40123,AREQUIPA,AREQUIPA,YANAHUARA,AREQUIPA,A
40124,AREQUIPA,AREQUIPA,YARABAMBA,AREQUIPA,A
40125,AREQUIPA,AREQUIPA,YURA,AREQUIPA,A
40129,AREQUIPA,AREQUIPA,JOSE LUIS BUSTAMANTE Y RIVERO,AREQUIPA,A
40301,AREQUIPA,CAMANA,CAMANA,AREQUIPA,A
40302,AREQUIPA,CAMANA,JOSE MARIA QUIMPER,AREQUIPA,A
40303,AREQUIPA,CAMANA,MARIANO NICOLAS VALCARCEL,AREQUIPA,A
40304,AREQUIPA,CAMANA,MARISCAL CACERES,AREQUIPA,A
40305,AREQUIPA,CAMANA,NICOLAS DE PIEROLA,AREQUIPA,A
40306,AREQUIPA,CAMANA,OCOÑA,AREQUIPA,A
40307,AREQUIPA,CAMANA,QUILCA,AREQUIPA,A
40308,AREQUIPA,CAMANA,SAMUEL PASTOR,AREQUIPA,A
40401,AREQUIPA,CARAVELI,CARAVELI,AREQUIPA,A
40402,AREQUIPA,CARAVELI,ACARI,AREQUIPA,A
40403,AREQUIPA,CARAVELI,ATICO,AREQUIPA,A
40404,AREQUIPA,CARAVELI,ATIQUIPA,AREQUIPA,A
40405,AREQUIPA,CARAVELI,BELLA UNION,AREQUIPA,A
40406,AREQUIPA,CARAVELI,CAHUACHO,AREQUIPA,A
40407,AREQUIPA,CARAVELI,CHALA,AREQUIPA,A
40408,AREQUIPA,CARAVELI,CHAPARRA,AREQUIPA,A
40409,AREQUIPA,CARAVELI,HUANUHUANU,AREQUIPA,A
40410,AREQUIPA,CARAVELI,JAQUI,AREQUIPA,A
40411,AREQUIPA,CARAVELI,LOMAS,AREQUIPA,A
40412,AREQUIPA,CARAVELI,QUICACHA,AREQUIPA,A
40413,AREQUIPA,CARAVELI,YAUCA,AREQUIPA,A
40501,AREQUIPA,CASTILLA,APLAO,AREQUIPA,A
40502,AREQUIPA,CASTILLA,ANDAGUA,AREQUIPA,A
40503,AREQUIPA,CASTILLA,AYO,AREQUIPA,A
40504,AREQUIPA,CASTILLA,CHACHAS,AREQUIPA,A
40505,AREQUIPA,CASTILLA,CHILCAYMARCA,AREQUIPA,A
40506,AREQUIPA,CASTILLA,CHOCO,AREQUIPA,A
40507,AREQUIPA,CASTILLA,HUANCARQUI,AREQUIPA,A
40508,AREQUIPA,CASTILLA,MACHAGUAY,AREQUIPA,A
40509,AREQUIPA,CASTILLA,ORCOPAMPA,AREQUIPA,A
40510,AREQUIPA,CASTILLA,PAMPACOLCA,AREQUIPA,A
40511,AREQUIPA,CASTILLA,TIPAN,AREQUIPA,A
40513,AREQUIPA,CASTILLA,UÑON,AREQUIPA,A
40512,AREQUIPA,CASTILLA,URACA,AREQUIPA,A
40514,AREQUIPA,CASTILLA,VIRACO,AREQUIPA,A
40201,AREQUIPA,CAYLLOMA,CHIVAY,AREQUIPA,A
40202,AREQUIPA,CAYLLOMA,ACHOMA,AREQUIPA,A
40203,AREQUIPA,CAYLLOMA,CABANACONDE,AREQUIPA,A
40205,AREQUIPA,CAYLLOMA,CALLALLI,AREQUIPA,A
40204,AREQUIPA,CAYLLOMA,CAYLLOMA,AREQUIPA,A
40206,AREQUIPA,CAYLLOMA,COPORAQUE,AREQUIPA,A
40207,AREQUIPA,CAYLLOMA,HUAMBO,AREQUIPA,A
